title_name,company_name,location,summary,post_day,rating,salary,jobs_type
eCommerce/Digital Analytics Director,JCPenney,"Plano, TX","Utilize big data analytics and data science modeling techniques to build machine learning models necessary to uncover opportunities associated with site…View all JCPenney jobs in Plano, TX - Plano jobsSalary Search: eCommerce/Digital Analytics Director salaries in Plano, TXSee popular questions & answers about JCPenney",21 days ago,3.6,,Full-time
Alliance Lead - Artificial Intelligence ISVs,Hewlett Packard Enterprise,"Plano, TX","Develops and nurtures a strategic/mutually beneficial relationship with the partner or with a targeted set of Independent Software Vendors (ISVs) specifically…View all Hewlett Packard Enterprise jobs in Plano, TX - Plano jobsSee popular questions & answers about Hewlett Packard Enterprise",30+ days ago,3.8,,
"newAdvisory & Insights Manager—HR Functions, Ventures & Acquisi...",Accenture,"Irving, TX 75039 75039 (Las Colinas Urban Center area)","Demonstrated and progressive experience in HR with a focus on analytics and reporting—or—in a data and analytics role with exposure to HR or people leaders.View all Accenture jobs in Irving, TX - Irving jobsSalary Search: Advisory & Insights Manager—HR Functions, Ventures & Acquisitions - US/Global salaries in Irving, TXSee popular questions & answers about Accenture",1 day ago,4.0,,Full-time
Data Engineer,Accenture,"Irving, TX 75039 75039 (Las Colinas Urban Center area)","Minimum of 2 years of professional experience in data analysis or data engineering.Lead data modeling activities to capture and model data requirements,…View all Accenture jobs in Irving, TX - Irving jobsSalary Search: Data Engineer salaries in Irving, TXSee popular questions & answers about Accenture",30+ days ago,4.0,,Full-time
Retail Consumer Analytics Measurement – Senior Analytics Con...,CVS Health,"Irving, TX 75039 75039 (Cottonwood area)","Strong knowledge of advanced analytics tools and languages to analyze large data sets from multiple data sources.2+ years of people management experience.View all CVS Health jobs in Irving, TX - Irving jobsSalary Search: Retail Consumer Analytics Measurement – Senior Analytics Consultant salaries in Irving, TXSee popular questions & answers about CVS Health",30+ days ago,3.2,,
Lead Insights Analyst,One Technologies,"Dallas, TX 75231 75231 (Northeast Dallas area)","Superior analytical skills with the ability to interpret data, provide insightful analysis and recommend actionable strategies.Master/MBA Degree is a plus.View all One Technologies jobs in Dallas, TX - Dallas jobsSalary Search: Lead Insights Analyst salaries in Dallas, TXSee popular questions & answers about One Technologies",30+ days ago,4.0,,
"Manager, State and Local Government AI/Analytics Consultant",KPMG,"Dallas, TX","Minimum of eight years of data analytics experience with a professional services firm, an internal strategy/analytics group, or similar environment; Strong…View all KPMG jobs in Dallas, TX - Dallas jobsSalary Search: Manager, State and Local Government AI/Analytics Consultant salaries in Dallas, TXSee popular questions & answers about KPMG",30+ days ago,3.9,,
newLead Software - Cyber Sec Machine Learning Engineer,WELLS FARGO BANK,"Irving, TX","5+ years of experience delivering ETL, data warehouse and data analytics capabilities on big-data architecture such as Hadoop.5+ years of Agile experience.View all WELLS FARGO BANK jobs in Irving, TX - Irving jobsSalary Search: Lead Software - Cyber Sec Machine Learning Engineer salaries in Irving, TXSee popular questions & answers about WELLS FARGO BANK",8 days ago,3.7,,Full-time
Strategic Analytics Manager,Deloitte,"Arlington, TX","Coordinate with data science, FP&A, IT and other teams.Strong understanding of predictive modeling and data engineering techniques.View all Deloitte jobs in Arlington, TX - Arlington jobsSalary Search: Strategic Analytics Manager salariesSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Configuration Manager – CMDB,Advance Auto Parts,"Remote in Dallas, TX 75201 75201","10 years progressive experience in IT including network and data center operations, information security operations and/or database administration, data science…View all Advance Auto Parts jobs in Dallas, TX - Dallas jobsSalary Search: Configuration Manager – CMDB salaries in Dallas, TXSee popular questions & answers about Advance Auto Parts",30+ days ago,3.4,,Full-time
Sales Engineer (Remote),Neo4j,"Remote in Dallas, TX","There’s always nice to have things we see being helpful when working as a Neo4j Pre-Sales System Engineer on the tech side: Experience working in the data…View all Neo4j jobs in Dallas, TX - Dallas jobsSalary Search: Sales Engineer (Remote) salaries in Dallas, TX",30+ days ago,,,Full-time
"Computer Vision Architect, Manager - Applied Artificial Inte...",Deloitte,"Dallas, TX 75201 75201 (Downtown area)","Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…View all Deloitte jobs in Dallas, TX - Dallas jobsSalary Search: Computer Vision Architect, Manager - Applied Artificial Intelligence salaries in Dallas, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
"Senior Data Analyst, Growth",AppFolio,"Dallas, TX","Business acumen – understands key challenges facing our business and partners with key stakeholders to find creative ways to apply data science to solve them;…View all AppFolio jobs in Dallas, TX - Dallas jobsSalary Search: Senior Data Analyst, Growth salaries in Dallas, TXSee popular questions & answers about AppFolio",30+ days ago,3.9,,Full-time
"Vice President, Emerging AI Engineer","JPMorgan Chase Bank, N.A.","Plano, TX","As an experienced member of our engineering team, you will be responsible for rapid iterations on experimental technologies and models with the goal of maturing…View all JPMorgan Chase Bank, N.A. jobs in Plano, TX - Plano jobsSalary Search: Vice President, Emerging AI Engineer salaries in Plano, TXSee popular questions & answers about JPMorgan Chase Bank, N.A.",16 days ago,3.9,,Full-time
newBI Data Engineer (Remote),Kforce,"Remote in Addison, TX 75001 75001",Create processes and frameworks for more complicated data science projects across distributed systems.Serve as a liaison between the BI Team and other entities…,2 days ago,3.8,,Full-time
Retail Consumer Analytics Measurement – Senior Analytics Con...,CVS Health,"Irving, TX 75039 75039 (Cottonwood area)","Strong knowledge of advanced analytics tools and languages to analyze large data sets from multiple data sources.2+ years of people management experience.View all CVS Health jobs in Irving, TX - Irving jobsSalary Search: Retail Consumer Analytics Measurement – Senior Analytics Consultant salaries in Irving, TXSee popular questions & answers about CVS Health",30+ days ago,3.2,,
Payments Fraud and Security Manager,Deloitte,"Dallas, TX 75201 75201 (Downtown area)","Apply data science, machine learning, network analysis, and other advanced approaches over large datasets to facilitate the detection of fraud and security…View all Deloitte jobs in Dallas, TX - Dallas jobsSalary Search: Payments Fraud and Security Manager salaries in Dallas, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Senior Security Engineer (Cyber-Defense) (290164),Siemens,"Dallas, TX","Experience with data science, big data analytics technology stack, analytic development for endpoint and network security, and streaming technologies (e.g.,…View all Siemens jobs in Dallas, TX - Dallas jobsSalary Search: Senior Security Engineer (Cyber-Defense) (290164) salaries in Dallas, TXSee popular questions & answers about Siemens",30+ days ago,4.0,,Full-time
"Conversational Artificial Designer, Senior Consultant - Appl...",Deloitte,"Dallas, TX 75201 75201 (Downtown area)+1 location","Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…View all Deloitte jobs in Dallas, TX - Dallas jobsSalary Search: Conversational Artificial Designer, Senior Consultant - Applied Artificial Intelligence salaries in Dallas, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Senior Federal Data Analyst - Clearance Required,Deloitte,"Arlington, TX+1 location","The GPS Analytics and Cognitive (A&C) offering is responsible for developing advanced analytics products and applying data visualization and statistical…View all Deloitte jobs in Arlington, TX - Arlington jobsSalary Search: Senior Federal Data Analyst - Clearance Required salaries in Arlington, TXSee popular questions & answers about Deloitte",13 days ago,4.0,,Full-time
Financial Analyst,"PrimeSource Building Products, Inc.","Irving, TX 75038 75038 (Cottonwood area)","Ability to manipulate and analyze financial data and present findings in coherent and effective manner.Exposure to advanced data analytic tools and processes…View all PrimeSource Building Products, Inc. jobs in Irving, TX - Irving jobsSalary Search: Financial Analyst salaries in Irving, TXSee popular questions & answers about PrimeSource Building Products, Inc.",30+ days ago,3.1,,Full-time
"Sr Manager, Cybersecurity Analytics",Toyota,"Plano, TX 75023 75023","Someone with in-depth knowledge within the data science domain: technical, solutions, business, or information.Preferred cloud experience: AWS, GCP, Azure.View all Toyota jobs in Plano, TX - Plano jobsSalary Search: Sr Manager, Cybersecurity Analytics salaries in Plano, TXSee popular questions & answers about Toyota",9 days ago,4.0,,
Data Engineer,Accenture,"Irving, TX 75039 75039 (Las Colinas Urban Center area)+1 location","Minimum of 2 years of professional experience in data analysis or data engineering.Lead data modeling activities to capture and model data requirements,…View all Accenture jobs in Irving, TX - Irving jobsSalary Search: Data Engineer salaries in Irving, TXSee popular questions & answers about Accenture",30+ days ago,4.0,,Full-time
"Staff Software Engineer, Machine Learning, Global Engineerin...",Bain & Company,"Dallas, TX 75202 75202 (Downtown area)","Enable production data science infrastructure and tooling (20%):5+ years of experience with data science, data engineering, machine learning, and scalable…View all Bain & Company jobs in Dallas, TX - Dallas jobsSalary Search: Staff Software Engineer, Machine Learning, Global Engineering salaries in Dallas, TXSee popular questions & answers about Bain & Company",30 days ago,4.3,,
"Senior Data Analyst, Growth",AppFolio,"Dallas, TX","Business acumen – understands key challenges facing our business and partners with key stakeholders to find creative ways to apply data science to solve them;…View all AppFolio jobs in Dallas, TX - Dallas jobsSalary Search: Senior Data Analyst, Growth salaries in Dallas, TXSee popular questions & answers about AppFolio",30+ days ago,3.9,,Full-time
